DBN,RH School,BN,CEP URL,Total Enrollment,Num Female,Num Black,Num Hispanic
10X306,n,X306,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X306.pdf,651,340,163,473
10X307,n,X307,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X307.pdf,342,158,18,299
10X308,n,X308,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X308.pdf,271,202,52,212
10X310,n,X310,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X310.pdf,674,341,68,575
10X315,n,X315,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X315.pdf,230,117,33,191
10X319,n,X319,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X319.pdf,231,130,21,137
10X331,n,X331,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X331.pdf,434,196,115,311
10X340,n,X340,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X340.pdf,593,277,47,519
10X342,n,X342,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X342.pdf,518,251,1,516
10X344,n,X344,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X344.pdf,378,177,49,237
10X351,n,X351,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X351.pdf,587,291,168,371
10X353,n,X353,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X353.pdf,551,305,127,394
10X360,n,X360,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X360.pdf,433,198,48,361
10X363,n,X363,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X363.pdf,582,266,63,495
10X368,n,X368,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X368.pdf,1022,463,86,841
10X374,n,X374,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X374.pdf,464,280,125,308
10X382,n,X382,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X382.pdf,278,145,62,212
10X386,n,X386,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X386.pdf,604,280,70,521
10X390,n,X390,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X390.pdf,539,248,70,460
10X391,n,X391,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X391.pdf,475,222,110,348
10X396,n,X396,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X396.pdf,291,131,52,234
10X397,n,X397,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X397.pdf,309,136,66,214
10X433,n,X433,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X433.pdf,414,220,60,319
10X434,n,X434,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X434.pdf,390,214,85,277
10X437,n,X437,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X437.pdf,319,243,123,176
10X438,n,X438,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X438.pdf,352,161,90,243
10X439,n,X439,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X439.pdf,402,231,111,268
10X440,n,X440,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X440.pdf,1119,483,355,583
10X442,n,X442,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X442.pdf,421,268,112,278
10X445,n,X445,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X445.pdf,3016,1231,79,213
10X447,n,X447,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X447.pdf,459,229,51,391
10X477,n,X477,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X477.pdf,448,233,67,291
10X524,n,X524,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X524.pdf,333,168,21,292
10X535,n,X535,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X535.pdf,338,169,87,234
10X546,n,X546,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X546.pdf,347,240,112,210
10X549,n,X549,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X549.pdf,490,236,81,372
10X565,n,X565,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X565.pdf,406,94,98,284
10X696,n,X696,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X696.pdf,411,214,16,40
11X016,n,X016,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X016.pdf,335,171,153,129
11X019,n,X019,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X019.pdf,520,244,32,139
11X021,n,X021,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X021.pdf,647,288,400,194
11X041,n,X041,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X041.pdf,862,426,426,390
11X068,n,X068,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X068.pdf,643,304,483,131
11X076,n,X076,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X076.pdf,893,422,387,390
11X078,n,X078,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X078.pdf,817,390,580,197
11X083,n,X083,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X083.pdf,1648,789,115,792
11X087,n,X087,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X087.pdf,588,276,406,108
11X089,n,X089,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X089.pdf,1550,774,308,835
11X096,n,X096,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X096.pdf,897,434,174,580
11X097,n,X097,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X097.pdf,607,292,177,228
11X103,n,X103,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X103.pdf,1019,485,473,451
11X105,n,X105,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X105.pdf,1028,505,107,652
11X106,n,X106,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X106.pdf,1106,518,267,369
11X108,n,X108,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X108.pdf,588,276,27,242
11X111,n,X111,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X111.pdf,644,326,387,230
11X112,n,X112,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X112.pdf,414,195,215,190
11X121,n,X121,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X121.pdf,843,398,454,261
11X127,n,X127,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X127.pdf,850,417,188,346
11X144,n,X144,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X144.pdf,485,228,285,148
11X153,n,X153,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X153.pdf,623,304,358,148
11X160,n,X160,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X160.pdf,377,171,232,117
11X169,n,X169,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X169.pdf,424,221,297,101
11X175,n,X175,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X175.pdf,312,163,28,123
11X178,y,X178,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X178.pdf,410,185,247,119
11X180,n,X180,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X180.pdf,1016,540,681,246
11X181,n,X181,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X181.pdf,890,409,539,242
11X189,n,X189,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X189.pdf,383,188,204,154
11X194,n,X194,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X194.pdf,1292,639,81,624
11X249,n,X249,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X249.pdf,295,165,156,93
11X253,n,X253,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X253.pdf,317,150,151,139
11X265,n,X265,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X265.pdf,371,141,130,209
11X270,n,X270,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X270.pdf,368,186,233,111
11X275,n,X275,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X275.pdf,542,89,190,288
11X287,n,X287,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X287.pdf,563,260,322,198
11X288,n,X288,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X288.pdf,607,263,208,245
11X290,n,X290,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X290.pdf,359,239,148,187
11X299,n,X299,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X299.pdf,500,218,139,246
11X326,n,X326,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X326.pdf,407,200,73,240
11X355,n,X355,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X355.pdf,300,153,182,104
11X357,n,X357,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X357.pdf,425,214,37,268
11X370,n,X370,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X370.pdf,429,208,253,160
11X418,n,X418,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X418.pdf,461,230,125,272
11X455,n,X455,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X455.pdf,2081,875,1037,868
11X462,n,X462,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X462.pdf,257,127,157,92
11X468,n,X468,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X468.pdf,332,157,56,203
11X481,n,X481,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X481.pdf,216,106,25,135
11X483,n,X483,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X483.pdf,163,73,85,55
11X498,n,X498,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X498.pdf,652,301,74,412
11X508,n,X508,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X508.pdf,459,213,130,262
11X509,n,X509,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X509.pdf,379,165,23,204
11X513,n,X513,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X513.pdf,381,197,46,255
11X514,n,X514,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X514.pdf,360,189,228,93
11X529,n,X529,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X529.pdf,344,155,193,119
11X532,n,X532,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X532.pdf,281,128,175,87
11X534,n,X534,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X534.pdf,80,37,16,40
11X542,n,X542,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X542.pdf,511,241,130,281
11X544,n,X544,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X544.pdf,395,214,155,214
11X545,n,X545,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X545.pdf,322,81,121,170
11X556,n,X556,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X556.pdf,405,193,76,247
11X566,n,X566,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X566.pdf,474,225,257,161
11X567,n,X567,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X567.pdf,387,190,54,249
12X006,n,X006,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X006.pdf,532,263,124,396
12X044,n,X044,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X044.pdf,285,138,102,178
12X047,n,X047,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X047.pdf,1054,536,181,683
12X057,n,X057,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X057.pdf,571,271,142,392
12X061,n,X061,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X061.pdf,294,149,52,233
12X066,n,X066,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X066.pdf,598,307,160,409
12X067,n,X067,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X067.pdf,485,227,118,357
12X098,n,X098,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X098.pdf,266,134,67,182
12X129,n,X129,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X129.pdf,541,239,126,382
12X134,n,X134,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X134.pdf,622,288,247,334
12X150,n,X150,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X150.pdf,781,359,161,592
12X190,n,X190,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X190.pdf,276,128,82,186
12X195,n,X195,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X195.pdf,881,420,118,725
12X196,n,X196,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X196.pdf,885,443,124,718
12X211,n,X211,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X211.pdf,571,300,74,488
12X212,n,X212,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X212.pdf,180,96,51,124
12X214,n,X214,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X214.pdf,1097,539,268,768
12X217,n,X217,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X217.pdf,339,193,114,207
12X242,n,X242,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X242.pdf,672,338,109,528
12X248,n,X248,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X248.pdf,356,150,85,257
12X251,n,X251,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X251.pdf,326,141,91,225
12X267,n,X267,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X267.pdf,580,269,110,451
12X271,n,X271,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X271.pdf,668,329,166,464
12X273,n,X273,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X273.pdf,220,119,75,134
12X286,n,X286,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X286.pdf,280,129,70,200
12X300,n,X300,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X300.pdf,601,306,204,385
12X314,n,X314,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X314.pdf,309,159,118,187
12X316,n,X316,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X316.pdf,387,181,100,273
12X318,n,X318,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X318.pdf,252,111,83,162
12X341,n,X341,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X341.pdf,395,187,73,310
12X383,n,X383,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X383.pdf,328,152,78,212
12X388,n,X388,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X388.pdf,444,207,2,440
12X446,n,X446,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X446.pdf,182,104,67,105
12X458,n,X458,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X458.pdf,249,133,29,218
12X463,n,X463,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X463.pdf,301,146,137,154
12X478,n,X478,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X478.pdf,317,188,51,231
12X479,n,X479,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X479.pdf,268,134,96,159
12X480,n,X480,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X480.pdf,181,85,61,109
12X511,n,X511,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X511.pdf,418,235,137,249
12X521,n,X521,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X521.pdf,423,203,98,304
12X531,n,X531,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X531.pdf,484,229,114,277
12X536,n,X536,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X536.pdf,416,209,98,261
12X550,n,X550,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X550.pdf,459,204,42,347
12X595,n,X595,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X595.pdf,155,74,44,105
12X682,n,X682,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X682.pdf,471,209,133,319
12X684,n,X684,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X684.pdf,463,156,259,187
12X691,n,X691,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X691.pdf,311,168,49,201
13K003,n,K003,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K003.pdf,360,174,264,33
13K008,n,K008,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K008.pdf,901,414,124,115
13K009,n,K009,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K009.pdf,942,476,389,152
13K011,n,K011,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K011.pdf,894,466,546,122
13K020,n,K020,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K020.pdf,481,257,207,100
13K044,n,K044,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K044.pdf,119,58,99,15
13K046,n,K046,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K046.pdf,260,122,128,114
13K054,n,K054,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K054.pdf,226,114,119,71
13K056,n,K056,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K056.pdf,264,123,139,39
13K067,n,K067,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K067.pdf,217,103,133,66
13K093,n,K093,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K093.pdf,220,97,143,22
13K113,n,K113,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K113.pdf,343,164,219,89
13K133,n,K133,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K133.pdf,751,370,185,248
13K256,n,K256,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K256.pdf,245,113,168,66
13K265,n,K265,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K265.pdf,313,181,222,76
13K266,n,K266,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K266.pdf,160,59,114,36
13K270,n,K270,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K270.pdf,112,55,73,32
13K282,n,K282,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K282.pdf,650,297,298,162
13K287,n,K287,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K287.pdf,145,67,94,31
13K301,n,K301,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K301.pdf,94,44,64,15
13K305,n,K305,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K305.pdf,142,74,99,20
13K307,n,K307,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K307.pdf,372,174,198,118
13K313,n,K313,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K313.pdf,277,149,182,50
13K350,n,K350,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K350.pdf,207,138,154,46
13K351,n,K351,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K351.pdf,161,86,132,22
13K412,n,K412,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K412.pdf,421,248,291,111
13K419,n,K419,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K419.pdf,571,225,381,101
13K430,n,K430,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K430.pdf,5937,2372,341,417
13K439,n,K439,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K439.pdf,359,161,74,156
13K483,n,K483,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K483.pdf,435,237,285,114
13K492,n,K492,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K492.pdf,528,277,158,81
13K499,n,K499,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K499.pdf,150,73,116,20
13K527,n,K527,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K527.pdf,500,499,309,75
13K553,n,K553,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K553.pdf,225,113,184,38
13K594,n,K594,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K594.pdf,178,101,139,36
13K595,n,K595,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K595.pdf,363,187,285,31
13K605,n,K605,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K605.pdf,776,211,532,180
13K616,n,K616,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K616.pdf,205,106,138,61
13K670,n,K670,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K670.pdf,810,422,643,92
13K674,n,K674,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K674.pdf,426,71,270,93
13K691,n,K691,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K691.pdf,215,94,141,57
13K869,n,K869,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K869.pdf,67,38,1,10
13K915,n,K915,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K915.pdf,,,,
14K016,n,K016,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K016.pdf,222,114,84,134
14K017,n,K017,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K017.pdf,297,147,14,246
14K018,n,K018,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K018.pdf,194,88,41,132
14K023,n,K023,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K023.pdf,291,140,148,129
14K031,n,K031,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K031.pdf,619,290,31,254
14K034,n,K034,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K034.pdf,471,220,23,86
14K050,n,K050,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K050.pdf,324,125,67,244
14K059,n,K059,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K059.pdf,336,165,181,139
14K071,n,K071,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K071.pdf,515,228,100,375
14K084,n,K084,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K084.pdf,764,372,45,467
14K110,n,K110,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K110.pdf,557,270,8,101
14K120,n,K120,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K120.pdf,381,190,74,281
14K126,n,K126,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K126.pdf,369,144,79,254
14K132,n,K132,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K132.pdf,755,382,105,244
14K147,n,K147,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K147.pdf,360,185,65,205
14K157,n,K157,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K157.pdf,417,199,75,331
14K196,n,K196,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K196.pdf,327,176,67,245
14K250,n,K250,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K250.pdf,462,224,60,313
14K257,n,K257,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K257.pdf,601,306,127,460
14K297,n,K297,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K297.pdf,204,105,76,117
14K318,n,K318,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K318.pdf,1205,590,202,684
14K319,n,K319,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K319.pdf,116,63,6,94
14K380,n,K380,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K380.pdf,570,271,111,395
14K414,y,K414,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K414.pdf,616,291,16,389
14K449,n,K449,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K449.pdf,698,318,85,83
14K454,n,K454,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K454.pdf,302,129,68,204
14K474,n,K474,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K474.pdf,674,319,183,464
14K477,n,K477,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K477.pdf,304,144,107,188
14K478,n,K478,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K478.pdf,831,276,251,494
14K488,n,K488,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K488.pdf,527,288,225,281
14K558,n,K558,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K558.pdf,580,149,165,354
14K561,n,K561,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K561.pdf,682,347,107,480
14K577,n,K577,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K577.pdf,488,264,27,271
14K582,n,K582,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K582.pdf,294,146,71,211
14K586,n,K586,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K586.pdf,471,231,155,295
14K610,n,K610,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K610.pdf,329,32,164,139
14K614,n,K614,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K614.pdf,382,382,176,165
14K685,n,K685,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K685.pdf,224,113,11,207
15K001,n,K001,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K001.pdf,1199,624,15,1063
15K010,n,K010,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K010.pdf,951,479,81,257
15K015,n,K015,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K015.pdf,485,239,163,215
15K024,n,K024,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K024.pdf,615,303,8,545
15K029,n,K029,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K029.pdf,950,480,25,107
15K032,n,K032,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K032.pdf,480,221,102,107
15K038,n,K038,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K038.pdf,613,298,187,139
15K039,n,K039,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K039.pdf,412,214,18,36
15K051,n,K051,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K051.pdf,1135,619,75,239
15K058,n,K058,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K058.pdf,1009,495,21,107
15K088,n,K088,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K088.pdf,1447,672,182,821
15K094,n,K094,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K094.pdf,1283,611,3,362
15K107,n,K107,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K107.pdf,551,285,23,60
15K118,n,K118,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K118.pdf,345,170,34,44
15K124,n,K124,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K124.pdf,305,166,8,163
15K130,n,K130,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K130.pdf,831,403,46,181
15K131,n,K131,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K131.pdf,938,464,10,513
15K136,n,K136,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K136.pdf,506,261,13,418
15K146,n,K146,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K146.pdf,694,357,126,158
15K154,n,K154,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K154.pdf,552,274,17,97
15K169,n,K169,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K169.pdf,1397,671,14,456
15K172,y,K172,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K172.pdf,578,290,22,423
15K230,n,K230,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K230.pdf,1111,534,20,368
15K261,n,K261,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K261.pdf,794,373,165,146
